Title ,PMID,Point,MNCS,Rank,Percent,Year ,Journal
Assessing the Function of the Fronto-Parietal Attention Network: Insights from Resting-State fMRI an,23670989,1112,2.06,1111,91%,2014,HUMAN BRAIN MAPPING
Improving diffusion MRI using simultaneous multi-slice echo planar imaging,22732564,1113,2.06,1111,91%,2012,NEUROIMAGE
Dynamic connectivity regression: Determining state-related changes in brain connectivity,22484408,1114,2.06,1111,91%,2012,NEUROIMAGE
Human cortical connectome reconstruction from diffusion weighted MRI: The effect of tractography alg,22699045,1115,2.06,1111,91%,2012,NEUROIMAGE
The adaptive threat bias in anxiety: Amygdala-dorsomedial prefrontal cortex coupling and aversive am,22178453,1116,2.06,1111,91%,2012,NEUROIMAGE
Mesolimbic dopamine release is linked to symptom severity in pathological gambling,22348881,1117,2.06,1111,91%,2012,NEUROIMAGE
Reduced hippocampal volume among adolescents with alcohol use disorders without psychiatric comorbid,16054344,1118,2.06,1111,91%,2005,PSYCHIATRY RESEARCH-NEUROIMAGING
Serotonin and dopamine transporter imaging in patients with obsessive-compulsive disorder,16213689,1119,2.06,1111,91%,2005,PSYCHIATRY RESEARCH-NEUROIMAGING
Functional changes in the activity of brain regions underlying emotion processing in the elderly,15936178,1120,2.06,1111,91%,2005,PSYCHIATRY RESEARCH-NEUROIMAGING
Abnormal cerebellar morphometry in abstinent adolescent marijuana users,20413277,1121,2.05811138,1121,91%,2010,PSYCHIATRY RESEARCH-NEUROIMAGING
fMRI activation in the amygdala and the orbitofrontal cortex in unmedicated subjects with major depr,20708906,1122,2.05811138,1121,91%,2010,PSYCHIATRY RESEARCH-NEUROIMAGING
Working memory fMRI activation in cocaine-dependent subjects: Association with treatment response,20153142,1123,2.05811138,1121,91%,2010,PSYCHIATRY RESEARCH-NEUROIMAGING
"Cortical regions involved in eye movements, shifts of attention, and gaze perception",15846814,1124,2.05,1124,91%,2005,HUMAN BRAIN MAPPING
Tuning of the human left fusiform gyrus to sublexical orthographic structure,16956773,1125,2.05,1124,91%,2006,NEUROIMAGE
A stereotaxic MRI template set for the rat brain with tissue class distribution maps and co-register,16784876,1126,2.05,1124,91%,2006,NEUROIMAGE
Anterior cingulate and prefrontal cortex activity in an FMR1 study of trial-to-trial adjustments on,16876434,1127,2.05,1124,91%,2006,NEUROIMAGE
Between session reproducibility and between subject variability of diffusion MR and tractography mea,17000119,1128,2.05,1124,91%,2006,NEUROIMAGE
EEG-fMRI of idiopathic and secondarily generalized epilepsies,16624589,1129,2.05,1124,91%,2006,NEUROIMAGE
Towards better MR characterization of neural tissues using directional diffusion kurtosis analysis,18524628,1130,2.05,1124,91%,2008,NEUROIMAGE
Five-dimensional neuroimaging: Localization of the time-frequency dynamics of cortical activity,18356081,1131,2.05,1124,91%,2008,NEUROIMAGE
Imaging human supraspinal locomotor centers in brainstem and cerebellum,18029199,1132,2.05,1124,91%,2008,NEUROIMAGE
More accurate Talairach coordinates for neuroimaging using non-linear registration,18572418,1133,2.05,1124,91%,2008,NEUROIMAGE
Detection of time-varying signals in event-related fMRI designs,18775784,1134,2.05,1124,91%,2008,NEUROIMAGE
Hierarchical artificial grammar processing engages Broca's area,18554927,1135,2.05,1124,91%,2008,NEUROIMAGE
Functional brain hubs and their test-retest reliability: A multiband resting-state functional MRI st,23899725,1136,2.05,1124,91%,2013,NEUROIMAGE
Continuously tracing brain-wide long-distance axonal projections in mice at a one-micron voxel resol,23416252,1137,2.05,1124,91%,2013,NEUROIMAGE
The (in)stability of functional brain network measures across thresholds,26021218,1138,2.05,1124,91%,2015,NEUROIMAGE
Evaluation of highly accelerated simultaneous multi-slice EPI for fMRI,25462696,1139,2.05,1124,91%,2015,NEUROIMAGE
Maintaining vs. enhancing motor sequence memories: Respective roles of striatal and hippocampal syst,25542533,1140,2.05,1124,91%,2015,NEUROIMAGE
A cytoarchitecture-driven myelin model reveals area-specific signatures in human primary and seconda,25896931,1141,2.05,1124,91%,2015,NEUROIMAGE
Prestimulus Alpha and Mu Activity Predicts Failure to Inhibit Motor Responses,19308934,1142,2.04,1142,91%,2009,HUMAN BRAIN MAPPING
Combining fMRI and SNP Data to Investigate Connections Between Brain Function and Genetics Using Par,18072279,1143,2.04,1142,91%,2009,HUMAN BRAIN MAPPING
Quantitative Diffusion Tensor Imaging in Amyotrophic Lateral Sclerosis: Revisited,19404990,1144,2.04,1142,91%,2009,HUMAN BRAIN MAPPING
Mesocorticolimbic circuits are impaired in chronic cocaine users as demonstrated by resting-state fu,20603217,1145,2.04,1142,91%,2010,NEUROIMAGE
"Towards accurate, automatic segmentation of the hippocampus and amygdala from MRI by augmenting ANIM",20441794,1146,2.04,1142,91%,2010,NEUROIMAGE
Pinning down response inhibition in the brain - Conjunction analyses of the Stop-signal task,20452445,1147,2.04,1142,91%,2010,NEUROIMAGE
Solving future problems: Default network and executive activity associated with goal-directed mental,21256228,1148,2.04,1142,91%,2011,NEUROIMAGE
Why diffusion tensor MRI does well only some of the time: Variance and covariance of white matter ti,24342225,1149,2.04,1142,91%,2014,NEUROIMAGE
"Gamma band activity and the P3 reflect post-perceptual processes, not visual awareness",25063731,1150,2.04,1142,91%,2014,NEUROIMAGE
Frontal cortical thinning and subcortical volume reductions in early adulthood obesity,24041490,1151,2.031930334,1151,91%,2013,PSYCHIATRY RESEARCH-NEUROIMAGING
An altered neural response to reward may contribute to alcohol problems among late adolescents with,24144507,1152,2.031930334,1151,91%,2013,PSYCHIATRY RESEARCH-NEUROIMAGING
Greater anterior insula activation during anticipation of food images in women recovered from anorex,23993362,1153,2.031930334,1151,91%,2013,PSYCHIATRY RESEARCH-NEUROIMAGING
Reduction of cue-induced craving through realtime neurofeedback in nicotine users: The role of regio,23683344,1154,2.031930334,1151,91%,2013,PSYCHIATRY RESEARCH-NEUROIMAGING
Disrupted Network Architecture of the Resting Brain in Attention-Deficit/Hyperactivity Disorder,24668728,1155,2.03,1155,90%,2014,HUMAN BRAIN MAPPING
Brain Networks Disconnection in Early Multiple Sclerosis Cognitive Deficits: An Anatomofunctional St,24687771,1156,2.03,1155,90%,2014,HUMAN BRAIN MAPPING
Childhood Maltreatment is Associated with a Sex-Dependent Functional Reorganization of a Brain Inhib,23616424,1157,2.03,1155,90%,2014,HUMAN BRAIN MAPPING
Estrogen and the prefrontal cortex: Towards a new understanding of estrogen's effects on executive f,23238908,1158,2.03,1155,90%,2014,HUMAN BRAIN MAPPING
Local Label Learning (LLL) for Subcortical Structure Segmentation: Application to Hippocampus Segmen,24151008,1159,2.03,1155,90%,2014,HUMAN BRAIN MAPPING
Brain network alterations in Alzheimer's disease measured by Eigenvector centrality in fMRI are rela,24039033,1160,2.03,1155,90%,2014,HUMAN BRAIN MAPPING
Disrupted brain network topology in pediatric posttraumatic stress disorder: A resting-state fMRI st,26096541,1161,2.03,1155,90%,2015,HUMAN BRAIN MAPPING
Interpersonal Traits of Psychopathy Linked to Reduced Integrity of the Uncinate Fasciculus,26219745,1162,2.03,1155,90%,2015,HUMAN BRAIN MAPPING
Resting state Functional Connectivity of the Anterior Cingulate Cortex in Veterans With and Without,25137414,1163,2.03,1155,90%,2015,HUMAN BRAIN MAPPING
Aberrant cerebral network topology and mild cognitive impairment in early Parkinson's disease,25950288,1164,2.03,1155,90%,2015,HUMAN BRAIN MAPPING
Relationship between white matter fractional anisotropy and other indices of cerebral health in norm,17292629,1165,2.03,1155,90%,2007,NEUROIMAGE
Neural correlates of true and false belief reasoning,17376703,1166,2.03,1155,90%,2007,NEUROIMAGE
The hemodynamic response of the alpha rhythm: An EEG/fMRI study,17336548,1167,2.03,1155,90%,2007,NEUROIMAGE
Improved quality of auditory event-related potentials recorded simultaneously with 3-T fMRI: Removal,17112746,1168,2.03,1155,90%,2007,NEUROIMAGE
Resting-state functional connectivity in the human brain revealed with diffuse optical tomography,19344773,1169,2.03,1155,90%,2009,NEUROIMAGE
A population-average MRI-based atlas collection of the rhesus macaque,19059346,1170,2.03,1155,90%,2009,NEUROIMAGE
Control of prepotent responses by the superior medial frontal cortex,18852054,1171,2.03,1155,90%,2009,NEUROIMAGE
Cortico-subthalamic white matter tract strength predicts interindividual efficacy in stopping a moto,22227131,1172,2.03,1155,90%,2012,NEUROIMAGE
Anatomical brain connectivity and positive symptoms of schizophrenia: A diffusion tensor imaging stu,19767179,1173,2.02247191,1173,90%,2009,PSYCHIATRY RESEARCH-NEUROIMAGING
Diffusion tensor changes in patients with amnesic mild cognitive impairment and various dementias,19442496,1174,2.02247191,1173,90%,2009,PSYCHIATRY RESEARCH-NEUROIMAGING
fMRI study of language lateralization in children and adults,16035047,1175,2.02,1175,90%,2006,HUMAN BRAIN MAPPING
Frontal parietal control network regulates the anti-correlated default and dorsal attention networks,21391263,1176,2.02,1175,90%,2012,HUMAN BRAIN MAPPING
Language mapping with navigated repetitive TMS: Proof of technique and validation,23702420,1177,2.02,1175,90%,2013,NEUROIMAGE
Inscapes: A movie paradigm to improve compliance in functional magnetic resonance imaging,26241683,1178,2.02,1175,90%,2015,NEUROIMAGE
Inter-individual variability in cortical excitability and motor network connectivity following multi,26052083,1179,2.02,1175,90%,2015,NEUROIMAGE
Functional connectivity hubs of the mouse brain,25913701,1180,2.02,1175,90%,2015,NEUROIMAGE
Functional connectivity in BOLD and CBF data: Similarity and reliability of resting brain networks,25463468,1181,2.02,1175,90%,2015,NEUROIMAGE
Brain anatomy of persistent violent offenders: More rather than less,18662866,1182,2.013422819,1182,90%,2008,PSYCHIATRY RESEARCH-NEUROIMAGING
"Face, eye and object early processing: What is the face specificity?",16169749,1183,2.01,1183,90%,2006,NEUROIMAGE
Event-related functional near-infrared spectroscopy (fNIRS): Are the measurements reliable?,16446104,1184,2.01,1183,90%,2006,NEUROIMAGE
Distribution of grey matter atrophy in Huntington's disease patients: A combined ROI-based and voxel,16875847,1185,2.01,1183,90%,2006,NEUROIMAGE
Frontal lobe function in bipolar disorder: A multichannel near-infrared spectroscopy study,16125979,1186,2.01,1183,90%,2006,NEUROIMAGE
Automatic independent component labeling for artifact removal in fMRI,18042495,1187,2.01,1183,90%,2008,NEUROIMAGE
Altered cerebellar feedback projections in Asperger syndrome,18495494,1188,2.01,1183,90%,2008,NEUROIMAGE
Movement related activity in the high gamma range of the human EEG,18424182,1189,2.01,1183,90%,2008,NEUROIMAGE
Multi-level bootstrap analysis of stable clusters in resting-state fMRI,20226257,1190,2.01,1183,90%,2010,NEUROIMAGE
"Saccadic spike potentials in gamma-band EEG: Characterization, detection and suppression",19874901,1191,2.01,1183,90%,2010,NEUROIMAGE
Tonotopic organization of human auditory cortex,23916753,1192,2.01,1183,90%,2010,NEUROIMAGE
Twelve-month metabolic declines in probable Alzheimer's disease and amnestic mild cognitive impairme,20202480,1193,2.01,1183,90%,2010,NEUROIMAGE
Functional segregation of the human cingulate cortex is confirmed by functional connectivity based n,24287438,1194,2.01,1183,90%,2011,NEUROIMAGE
"Multivariate analysis of MRI data for Alzheimer's disease, mild cognitive impairment and healthy con",20800095,1195,2.01,1183,90%,2011,NEUROIMAGE
White matter abnormalities associated with auditory hallucinations in schizophrenia: A combined stud,17884391,1196,2.009184845,1196,90%,2007,PSYCHIATRY RESEARCH-NEUROIMAGING
Default-mode network connectivity and white matter burden in late-life depression,21824753,1197,2.00845666,1197,90%,2011,PSYCHIATRY RESEARCH-NEUROIMAGING
Cortex and amygdala morphology in psychopathy,21676597,1198,2.00845666,1197,90%,2011,PSYCHIATRY RESEARCH-NEUROIMAGING
Reliability of the amplitude of low-frequency fluctuations in resting state fMRI in chronic schizoph,22541511,1199,2.005730659,1199,90%,2012,PSYCHIATRY RESEARCH-NEUROIMAGING
Effect of clozapine on white matter integrity in patients with schizophrenia: A diffusion tensor ima,25012780,1200,2.003338898,1200,90%,2014,PSYCHIATRY RESEARCH-NEUROIMAGING
Prognostic classification of mild cognitive impairment and Alzheimer's disease: MRI independent comp,25194437,1201,2.003338898,1200,90%,2014,PSYCHIATRY RESEARCH-NEUROIMAGING
Imaging brain connectivity in children with diverse reading ability,15850744,1202,2,1202,90%,2005,NEUROIMAGE
A method for obtaining tract-specific diffusion tensor MRI measurements in the presence of disease:,15862226,1203,2,1202,90%,2005,NEUROIMAGE
A Bayesian framework for global tractography,17543543,1204,2,1202,90%,2007,NEUROIMAGE
Complete artifact removal for EEG recorded during continuous fMRI using independent component analys,17112747,1205,2,1202,90%,2007,NEUROIMAGE
Cortical activation in response to pure taste stimuli during the physiological states of hunger and,19007893,1206,2,1202,90%,2009,NEUROIMAGE
Social exclusion and punishment of excluders: Neural correlates and developmental trajectories,21791248,1207,2,1202,90%,2012,NEUROIMAGE
Group-PCA for very large fMRI datasets,25094018,1208,2,1202,90%,2014,NEUROIMAGE
Network diffusion accurately models the relationship between structural and functional brain connect,24384152,1209,2,1202,90%,2014,NEUROIMAGE
Integration of sparse multi-modality representation and anatomical constraint for isointense infant,24291615,1210,2,1202,90%,2014,NEUROIMAGE
"MRI correlates of episodic memory in Alzheimer's disease, mild cognitive impairment, and healthy agi",20832251,1211,1.997578692,1211,90%,2010,PSYCHIATRY RESEARCH-NEUROIMAGING
Neural correlates of inhibitory deficits in depression,19962859,1212,1.997578692,1211,90%,2010,PSYCHIATRY RESEARCH-NEUROIMAGING
fMRI and Sleep Correlates of the Age-Related Impairment in Motor Memory Consolidation,24302373,1213,1.99,1213,90%,2014,HUMAN BRAIN MAPPING
Profiles of White Matter Tract Pathology in Frontotemporal Dementia,24510641,1214,1.99,1213,90%,2014,HUMAN BRAIN MAPPING
"Relationship of medial temporal lobe atrophy, APOE genotype, and cognitive reserve in preclinical Al",25879865,1215,1.99,1213,90%,2015,HUMAN BRAIN MAPPING
Brain Structural and Functional Connectivity in Parkinson's Disease With Freezing of Gait,26359798,1216,1.99,1213,90%,2015,HUMAN BRAIN MAPPING
Temporal lobe interictal epileptic discharges affect cerebral activity in Default mode brain regions,17133385,1217,1.98,1217,90%,2007,HUMAN BRAIN MAPPING
Neural correlates of verbal feedback processing: An fMRl study employing overt speech,17266104,1218,1.98,1217,90%,2007,HUMAN BRAIN MAPPING
Fisher discriminative analysis of resting-state brain function for attention-deficit/hyperactivity d,18191584,1219,1.98,1217,90%,2008,NEUROIMAGE
Brain spontaneous functional connectivity and intelligence,18434203,1220,1.98,1217,90%,2008,NEUROIMAGE
Psychopathy as a disorder of the moral brain: Fronto-temporo-limbic grey matter reductions demonstra,18289882,1221,1.98,1217,90%,2008,NEUROIMAGE
Evaluation of volume-based and surface-based brain image registration methods,20123029,1222,1.98,1217,90%,2010,NEUROIMAGE
Genetic and environmental influences on the size of specific brain regions in midlife: The VETSA MRI,19786105,1223,1.98,1217,90%,2010,NEUROIMAGE
Mental number line training in children with developmental dyscalculia,21295145,1224,1.98,1217,90%,2011,NEUROIMAGE
Spatiotemporal dynamics of low frequency BOLD fluctuations in rats and humans,20728554,1225,1.98,1217,90%,2011,NEUROIMAGE
Modulating inhibitory control with direct current stimulation of the superior medial frontal cortex,21459149,1226,1.98,1217,90%,2011,NEUROIMAGE
The impact of physiological noise correction on fMRI at 7 T,21515386,1227,1.98,1217,90%,2011,NEUROIMAGE
Distinct oscillatory STN-cortical loops revealed by simultaneous MEG and local field potential recor,21122819,1228,1.98,1217,90%,2011,NEUROIMAGE
Breastfeeding and early white matter development: A cross-sectional study,23721722,1229,1.98,1217,90%,2013,NEUROIMAGE
Excitability modulation of the motor system induced by transcranial direct current stimulation: A mu,23845429,1230,1.98,1217,90%,2013,NEUROIMAGE
fMRI reveals reciprocal inhibition between social and physical cognitive domains,23110882,1231,1.98,1217,90%,2013,NEUROIMAGE
Comparison of 2D and 3D single-shot ASL perfusion fMRI sequences,23142069,1232,1.98,1217,90%,2013,NEUROIMAGE
Tracking dynamic resting-state networks at higher frequencies using MR-encephalography,23069810,1233,1.98,1217,90%,2013,NEUROIMAGE
Physiological observations validate finite element models for estimating subject-specific electric f,23644000,1234,1.98,1217,90%,2013,NEUROIMAGE
Heteromodal conceptual processing in the angular gyrus,23333416,1235,1.98,1217,90%,2013,NEUROIMAGE
The language skeleton after dissecting meaning: A functional segregation within Broca's Area,25871627,1236,1.98,1217,90%,2015,NEUROIMAGE
Psychosocial versus physiological stress - Meta-analyses on deactivations and activations of the neu,26123376,1237,1.98,1217,90%,2015,NEUROIMAGE
DR-BUDDI (Diffeomorphic Registration for Blip-Up blip-Down Diffusion Imaging) method for correcting,25433212,1238,1.98,1217,90%,2015,NEUROIMAGE
Validation of quantitative susceptibility mapping with Perls' iron staining for subcortical gray mat,25462797,1239,1.98,1217,90%,2015,NEUROIMAGE
Dysregulation between emotion and theory of mind networks in borderline personality disorder,25482858,1240,1.971830986,1240,90%,2015,PSYCHIATRY RESEARCH-NEUROIMAGING
Affective context interferes with brain responses during cognitive processing in borderline personal,25982488,1241,1.971830986,1240,90%,2015,PSYCHIATRY RESEARCH-NEUROIMAGING
A Voxel-Based Morphometry Study of Frontal Gray Matter Correlates of Impulsivity,18465751,1242,1.97,1242,90%,2009,HUMAN BRAIN MAPPING
Neural Basis of Individualistic and Collectivistic Views of Self,19107754,1243,1.97,1242,90%,2009,HUMAN BRAIN MAPPING
Investigation of White Matter Pathology in ALS and PLS Using Tract-Based Spatial Statistics,18172851,1244,1.97,1242,90%,2009,HUMAN BRAIN MAPPING
Short-Time Windows of Correlation Between Large-Scale Functional Brain Networks Predict Vigilance In,22736565,1245,1.97,1242,90%,2013,HUMAN BRAIN MAPPING
Probing tissue microstructure with restriction spectrum imaging: Histological and theoretical valida,23169482,1246,1.97,1242,90%,2013,HUMAN BRAIN MAPPING
Functional connectivity changes in multiple sclerosis patients: A graph analytical study of MEG rest,21954106,1247,1.97,1242,90%,2013,HUMAN BRAIN MAPPING
"Effects of hypoxia, hyperoxia, and hypercapnia on baseline and stimulus-evoked BOLD, CBF, and CMRO2",15808985,1248,1.97,1242,90%,2005,NEUROIMAGE
Intentional false responding shares neural substrates with response conflict and cognitive control,15734361,1249,1.97,1242,90%,2005,NEUROIMAGE
"Volumetric, connective, and morphologic changes in the brains of children with chromosome 22q11.2 de",15734353,1250,1.97,1242,90%,2005,NEUROIMAGE
Patterns of cortical reorganization parallel impaired tactile discrimination and pain intensity in c,16753306,1251,1.97,1242,90%,2006,NEUROIMAGE
Males and females differ in brain activation during cognitive tasks,16260156,1252,1.97,1242,90%,2006,NEUROIMAGE
Positive effect of acute mild exercise on executive function via arousal-related prefrontal activati,24799137,1253,1.97,1242,90%,2014,NEUROIMAGE
Removing artefacts from TMS-EEG recordings using independent component analysis: Importance for asse,25067813,1254,1.97,1242,90%,2014,NEUROIMAGE
A multivariate distance-based analytic framework for connectome-wide association studies,24583255,1255,1.97,1242,90%,2014,NEUROIMAGE
Recursive calibration of the fiber response function for spherical deconvolution of diffusion MRI da,23927905,1256,1.97,1242,90%,2014,NEUROIMAGE
Correspondences between retinotopic areas and myelin maps in human visual cortex,24971513,1257,1.97,1242,90%,2014,NEUROIMAGE
Restricted Boltzmann machines for neuroimaging: An application in identifying intrinsic networks,24680869,1258,1.97,1242,90%,2014,NEUROIMAGE
Greater striatopallidal adaptive coding during cue-reward learning and food reward habituation predi,24893320,1259,1.97,1242,90%,2014,NEUROIMAGE
Subgenual prefrontal cortex of child and adolescent bipolar patients: a morphometric magnetic resona,15708300,1260,1.97,1242,90%,2005,PSYCHIATRY RESEARCH-NEUROIMAGING
Glutamate receptor gene (GRIN2B) associated with reduced anterior cingulate glutamatergic concentrat,19324536,1261,1.966292135,1261,90%,2009,PSYCHIATRY RESEARCH-NEUROIMAGING
Specific Frequency Bands of Amplitude Low-Frequency Oscillation Encodes Personality,22987723,1262,1.96,1262,90%,2014,HUMAN BRAIN MAPPING
Plasma tau as a window to the brainnegative associations with brain volume and memory function in mi,24129926,1263,1.96,1262,90%,2014,HUMAN BRAIN MAPPING
Amygdala excitability to subliminally presented emotional faces distinguishes unipolar and bipolar d,24038516,1264,1.96,1262,90%,2014,HUMAN BRAIN MAPPING
Dynamic causal modelling of evoked potentials: A reproducibility study,17478106,1265,1.96,1262,90%,2007,NEUROIMAGE
An fMRI study of cytokine-induced depressed mood and social pain: The role of sex differences,19376240,1266,1.96,1262,90%,2009,NEUROIMAGE
Real-time imaging of human brain function by near-infrared spectroscopy using an adaptive general li,19457389,1267,1.96,1262,90%,2009,NEUROIMAGE
Computing average shaped tissue probability templates,19146961,1268,1.96,1262,90%,2009,NEUROIMAGE
Computational biology - Modeling of primary blast effects on the central nervous system,19248833,1269,1.96,1262,90%,2009,NEUROIMAGE
Modulation of spontaneous fMRI activity in human visual cortex by behavioral state,19028588,1270,1.96,1262,90%,2009,NEUROIMAGE
Prediction and interpretation of distributed neural activity with sparse models,18793733,1271,1.96,1262,90%,2009,NEUROIMAGE
The functional connectivity of the human caudate: An application of meta-analytic connectivity model,22197743,1272,1.96,1262,90%,2012,NEUROIMAGE
Inter-individual differences in empathy are reflected in human brain structure,22683384,1273,1.96,1262,90%,2012,NEUROIMAGE
Processing of unattended facial emotions: A visual mismatch negativity study,22037000,1274,1.96,1262,90%,2012,NEUROIMAGE
Across-study and within-subject functional connectivity of a right temporo-parietal junction subregi,22387170,1275,1.96,1262,90%,2012,NEUROIMAGE
Evidence of successful modulation of brain activation and subjective experience during reappraisal o,23570916,1276,1.959361393,1276,90%,2013,PSYCHIATRY RESEARCH-NEUROIMAGING
"Orbitofrontal, amygdala and hippocampal volumes in teenagers with first-presentation borderline pers",18395424,1277,1.952410006,1277,90%,2008,PSYCHIATRY RESEARCH-NEUROIMAGING
Abnormal recruitment of working memory updating networks during maintenance of trauma-neutral inform,18455372,1278,1.952410006,1277,90%,2008,PSYCHIATRY RESEARCH-NEUROIMAGING
Laminar analysis of 7 T BOLD using an imposed spatial activation pattern in human V1,20460157,1279,1.95,1279,89%,2010,NEUROIMAGE
Six problems for causal inference from fMRI,19747552,1280,1.95,1279,89%,2010,NEUROIMAGE
Genome-wide analysis reveals novel genes influencing temporal lobe structure with relevance to neuro,20197096,1281,1.95,1279,89%,2010,NEUROIMAGE
White matter characterization with diffusional kurtosis imaging,21699989,1282,1.95,1279,89%,2011,NEUROIMAGE
Imaging the deep cerebellar nuclei: A probabilistic atlas and normalization procedure,20965257,1283,1.95,1279,89%,2011,NEUROIMAGE
"Diffusion imaging of whole, post-mortem human brains on a clinical MRI scanner",21473920,1284,1.95,1279,89%,2011,NEUROIMAGE
Automated hippocampal shape analysis predicts the onset of dementia in mild cognitive impairment,21272654,1285,1.95,1279,89%,2011,NEUROIMAGE
Differences in bottom-up and top-down neural activity in current and former cigarette smokers: Evide,21440645,1286,1.95,1279,89%,2011,NEUROIMAGE
Characterizing Alzheimer's disease using a hypometabolic convergence index,21276856,1287,1.95,1279,89%,2011,NEUROIMAGE
Resting-state networks in awake five- to eight-year old children,21520347,1288,1.94,1288,89%,2012,HUMAN BRAIN MAPPING
Functional Connectivity Associated With Gait Velocity During Walking and Walking-While-Talking in Ag,25504964,1289,1.94,1288,89%,2015,HUMAN BRAIN MAPPING
Uncertainty During Pain Anticipation: The Adaptive Value of Preparatory Processes,25324216,1290,1.94,1288,89%,2015,HUMAN BRAIN MAPPING
Investigating neural-hemodynamic coupling and the hemodynamic response function in the awake rat,16725349,1291,1.94,1288,89%,2006,NEUROIMAGE
Cortical layer-dependent BOLD and CBV responses measured by spin-echo and gradient-echo fMRI: Insigh,16414284,1292,1.94,1288,89%,2006,NEUROIMAGE
Association of neural and physiological responses during voluntary emotion suppression,16249100,1293,1.94,1288,89%,2006,NEUROIMAGE
The suppressive influence of SMA on M1 in motor imagery revealed by fMRI and dynamic causal modeling,18234512,1294,1.94,1288,89%,2008,NEUROIMAGE
Evolving Wallerian degeneration after transient retinal ischemia in mice characterized by diffusion,18187343,1295,1.94,1288,89%,2008,NEUROIMAGE
A simple view of the brain through a frequency-specific functional connectivity measure,17919927,1296,1.94,1288,89%,2008,NEUROIMAGE
"Hippocampus segmentation in MR images using atlas registration, voxel classification, and graph cuts",18761411,1297,1.94,1288,89%,2008,NEUROIMAGE
A group ICA based framework for evaluating resting fMRI markers when disease categories are unclear:,26216278,1298,1.94,1288,89%,2015,NEUROIMAGE
Estimation of dynamic functional connectivity using Multiplication of Temporal Derivatives,26231247,1299,1.94,1288,89%,2015,NEUROIMAGE
Voxel-based morphometry in eating disorders: Correlation of psychopathology with grey matter volume,20400273,1300,1.937046005,1300,89%,2010,PSYCHIATRY RESEARCH-NEUROIMAGING
Neurobiological correlates of problem gambling in a quasi-realistic blackjack scenario as revealed b,20138482,1301,1.937046005,1300,89%,2010,PSYCHIATRY RESEARCH-NEUROIMAGING
Reduced white matter fractional anisotropy and clinical symptoms in schizophrenia: A voxel-based dif,22819228,1302,1.934097421,1302,89%,2012,PSYCHIATRY RESEARCH-NEUROIMAGING
"Serotonin 2A receptor, serotonin transporter and dopamine transporter alterations in dogs with compu",22285716,1303,1.934097421,1302,89%,2012,PSYCHIATRY RESEARCH-NEUROIMAGING
Thalamic shape and connectivity abnormalities in children with attention-deficit/hyperactivity disor,23149038,1304,1.934097421,1302,89%,2012,PSYCHIATRY RESEARCH-NEUROIMAGING
A structural neural deficit in adolescents with conduct disorder and its association with lack of em,17553706,1305,1.93,1305,89%,2007,NEUROIMAGE
Perceiving fear in dynamic body expressions,17270466,1306,1.93,1305,89%,2007,NEUROIMAGE
Motor cortex stimulation in neuropathic pain. Correlations between analgesic effect and hemodynamic,17055297,1307,1.93,1305,89%,2007,NEUROIMAGE
3D pattern of brain abnormalities in Williams syndrome visualized using tensor-based morphometry,17512756,1308,1.93,1305,89%,2007,NEUROIMAGE
In vivo evidence for the selective subcortical degeneration in Huntington's disease,19332141,1309,1.93,1305,89%,2009,NEUROIMAGE
The anatomy of extended limbic pathways in Asperger syndrome: A preliminary diffusion tensor imaging,19446642,1310,1.93,1305,89%,2009,NEUROIMAGE
Altered brain activity during pain processing in fibromyalgia,18848998,1311,1.93,1305,89%,2009,NEUROIMAGE
Investigation of relationships between fMRI brain networks in the spectral domain using ICA and Gran,19245841,1312,1.93,1305,89%,2009,NEUROIMAGE
Endotoxin-induced systemic inflammation activates microglia: [C-11]PBR28 positron emission tomograph,22776451,1313,1.93,1305,89%,2012,NEUROIMAGE
The discovery of population differences in network community structure: New methods and applications,22119652,1314,1.93,1305,89%,2012,NEUROIMAGE
Adjusting for global effects in voxel-based morphometry: Gray matter decline in normal aging,22261375,1315,1.93,1305,89%,2012,NEUROIMAGE
The effects of APOE on the functional architecture of the resting brain,21851856,1316,1.93,1305,89%,2012,NEUROIMAGE
Resting state networks distinguish human ventral tegmental area from substantia nigra,24979343,1317,1.93,1305,89%,2014,NEUROIMAGE
Estimating time-varying brain connectivity networks from functional MRI time series,25107854,1318,1.93,1305,89%,2014,NEUROIMAGE
Scalp and skull influence on near infrared photon propagation in the Colin27 brain template,23660029,1319,1.93,1305,89%,2014,NEUROIMAGE
Disrupted modular organization of resting-state cortical functional connectivity in US military pers,23968735,1320,1.93,1305,89%,2014,NEUROIMAGE
Cerebral blood flow changes during vagus nerve stimulation for depression,16510266,1321,1.92926045,1321,89%,2006,PSYCHIATRY RESEARCH-NEUROIMAGING
Meta-analysis of neuroimaging studies of the Wisconsin card-sorting task and component processes,15846821,1322,1.92,1322,89%,2005,HUMAN BRAIN MAPPING
Enhanced amygdala and medial prefrontal activation during nonconscious processing of fear in posttra,17525984,1323,1.92,1322,89%,2008,HUMAN BRAIN MAPPING
Specialization in the Default Mode: Task-Induced Brain Deactivations Dissociate Between Visual Worki,19639552,1324,1.92,1322,89%,2010,HUMAN BRAIN MAPPING
Childhood Psychiatric Disorders as Anomalies in Neurodevelopmental Trajectories,20496382,1325,1.92,1322,89%,2010,HUMAN BRAIN MAPPING
